사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2022-04,6호선,2621,마포구청,14,1,5965,1739,13338,6164,37684,14201,51733,35352,29749,16374,19818,11910,18055,11699,18653,13345,17884,14507,16527,14043,17239,16981,18458,19417,24158,24723,36093,39109,16065,28786,11814,19369,10478,16314,7660,15763,3022,12670,0,334,0,0,0,0,0,0
2022-04,6호선,2622,망원,3,0,4940,849,9156,4014,26719,9305,35693,29299,22262,26090,16426,19550,15981,22464,18581,25307,19741,28718,20080,26864,21210,29882,24310,30729,29465,36725,36959,46728,25677,32716,21871,16925,20615,14277,17040,12227,7487,10160,1,11,0,0,0,0,0,0
2022-04,6호선,2623,합정,13,0,3241,1264,5467,6227,13670,15980,21293,41930,14699,26552,11800,15928,12643,17309,15164,18069,17343,20623,18169,18568,19451,19543,22838,23280,29897,29011,46226,39751,29492,25655,25806,13817,28040,11758,25527,10533,13976,10410,10,217,0,0,0,0,0,0
2022-04,6호선,2624,상수,31,1,2240,936,3777,2943,8679,6155,13117,23880,8069,23219,6148,15695,6905,14549,10113,16383,11722,19124,11536,16039,12373,15488,15355,18706,20568,22879,27065,32143,17868,21862,16230,12854,17972,9261,20559,7831,14863,5864,2,184,0,0,0,0,0,0
2022-04,6호선,2625,광흥창(서강),2,0,2724,1310,6842,4595,18525,15300,23971,34681,15733,16881,10994,9955,11230,7806,11961,8715,10864,10082,10688,9386,12425,10552,13898,11462,19216,14666,30117,21763,12687,15962,8833,9578,7512,8729,5773,8257,2185,5805,3,318,0,0,0,0,0,0
2022-04,6호선,2626,대흥(서강대앞),19,1,2216,768,5204,3419,14618,13902,19967,30656,12357,16336,9491,11000,9463,9710,11847,11265,13172,12535,10947,10842,12928,11541,15537,12909,20252,15585,22810,22739,11798,14477,8959,8895,9146,7870,9352,7492,3149,6932,7,278,0,0,0,0,0,0
2022-04,6호선,2627,공덕,121,1,4256,1859,7651,9253,20396,36245,27838,93494,19255,44588,16047,20494,18187,17248,18957,17514,20856,17767,20991,17638,24178,17882,29010,20861,49397,26181,81406,38556,32667,23992,24715,13746,24521,12053,20557,11572,8952,9294,61,3826,0,0,0,0,0,0
2022-04,6호선,2628,효창공원앞,10,0,2376,626,5160,3180,16179,6571,23975,22863,13801,13810,9417,7865,8812,7359,9709,8237,9876,8241,8838,8443,9709,8056,11575,10350,14718,12442,21519,18555,9494,12741,6340,7811,5498,6861,4255,7196,1805,4806,5,764,0,0,0,0,0,0
2022-04,6호선,2629,삼각지,20,0,1363,618,2944,5045,7404,13034,12310,23943,8253,9915,5914,6594,7041,6327,8128,7186,9386,7295,9259,6902,11135,7009,13422,7125,19526,9331,26334,13069,12062,8431,8514,5800,8520,5526,7291,6622,3548,4939,10,451,0,0,0,0,0,0
2022-04,6호선,2630,녹사평(용산구청),16,0,1107,379,1794,3631,4853,9104,7090,17061,5313,8417,4251,6908,4733,6572,5114,7882,5949,8809,6582,8225,7481,9034,10910,9544,13093,11752,17956,14710,11303,9831,9862,5292,10619,3977,10357,3325,5654,2688,3,290,0,0,0,0,0,0
2022-04,6호선,2631,이태원,10,0,6176,991,5399,5807,8895,10431,12570,27797,9508,21517,7665,14768,8732,15118,11006,16898,12721,18802,13870,17793,17355,19113,22573,23511,27441,30526,30618,43198,24216,35965,23630,22534,26584,16194,32518,11384,26691,8802,8,1492,0,0,0,0,0,0
2022-04,6호선,2632,한강진,10,0,655,709,1182,6977,2815,17980,4851,37124,4042,26092,3049,15957,3977,16145,5544,15515,6914,18564,9376,16853,14336,17523,20001,18531,27194,18125,35491,18365,23470,10469,20431,4034,20171,3060,14984,2258,4535,2069,10,2237,0,0,0,0,0,0
2022-04,6호선,2633,버티고개,0,0,660,298,1711,1065,4544,2676,7398,4819,4390,2945,3034,2295,2824,2224,2833,2417,2929,2887,2695,2793,3250,3218,3288,3402,4145,4324,5591,6109,2855,4781,1791,2764,1388,2839,1245,2787,370,1861,1,136,0,0,0,0,0,0
2022-04,6호선,2634,약수,4,0,1138,237,1791,1826,4727,5978,7292,16230,5163,8156,4107,4618,4477,4372,4742,4342,5370,5060,5143,4517,5650,4881,6572,5175,7962,6533,12404,8321,5872,5299,4425,3258,4221,2869,3576,3058,1621,1956,13,179,0,0,0,0,0,0
2022-04,6호선,2635,청구,14,0,1572,643,2934,2560,6855,6937,9271,22118,5626,10297,4154,4553,4196,3733,4013,3842,4423,4178,4392,3717,4375,4571,5665,5000,6667,6228,12411,7227,8114,5164,4578,3630,3922,3013,3316,3376,1443,2426,5,382,0,0,0,0,0,0
2022-04,6호선,2636,신당,77,0,5779,703,4390,6825,6043,15184,10512,37031,9167,20575,7769,12876,9193,10086,11748,9804,9909,12183,10628,8425,13061,7984,17267,9926,20783,13293,23697,20504,14452,17453,12376,8060,14708,6512,22503,6227,4224,8524,9,855,0,0,0,0,0,0
2022-04,6호선,2637,동묘앞,140,0,3665,733,4462,3820,9221,8341,13506,22912,9838,18426,9651,13632,11572,14395,15165,14458,15042,15395,17054,15548,19410,14206,20550,13530,21497,13521,21792,15578,11910,11746,7894,7864,6555,7409,5424,7199,2361,7352,17,1331,0,0,0,0,0,0
2022-04,6호선,2638,창신,8,0,2424,235,4799,1990,13859,7125,15806,6311,8332,3307,5541,2513,4461,2685,4549,3019,4256,3312,3514,3227,4344,3737,5792,4505,4775,5873,4301,8628,3032,7421,2554,4375,1599,4401,1242,4277,504,2971,0,104,0,0,0,0,0,0
2022-04,6호선,2639,보문,7,0,3250,647,6669,3179,19988,9240,29623,17895,14811,9215,9445,6205,8978,6316,9927,6593,10315,7401,8973,6564,9540,8216,11368,9500,13116,13089,16671,20066,8086,16362,5996,10564,5470,10253,4531,10564,2208,8771,3,362,0,0,0,0,0,0
2022-04,6호선,2640,안암(고대병원앞),14,0,1375,1097,2845,7243,8504,15482,10968,44732,10193,33442,11643,32638,15730,20031,16238,17859,17525,26393,18077,15298,26988,15390,33814,13785,41660,15756,36539,20758,19787,15369,16726,10099,18493,10347,20508,11350,10143,8499,0,1267,0,0,0,0,0,0
2022-04,6호선,2641,고려대(종암),25,0,3671,808,7126,4251,20810,10441,24561,27391,13303,12362,9169,10548,9565,9249,10845,8622,12061,11544,10347,8501,12615,9635,17104,11560,19722,13824,20465,22338,9786,17784,7371,11080,7643,10693,6925,11016,2729,8512,5,254,0,0,0,0,0,0
2022-04,6호선,2642,월곡(동덕여대),13,1,6179,684,12360,3326,38591,6813,43492,27120,22979,16514,15950,12986,15638,12495,16268,12650,16417,14164,15510,13805,15514,15844,18436,20121,20129,24293,26042,38045,12670,31024,9064,17833,7762,16508,5084,14955,2117,11262,2,261,0,0,0,0,0,0
2022-04,6호선,2643,상월곡(한국과학기술연구원),8,0,4715,607,8583,1710,24364,3440,27841,12945,13766,7216,9157,6441,8377,6056,8344,5741,8488,6307,7784,6453,7128,8117,8632,9777,8649,12179,9772,17574,6208,15343,3211,9923,2538,8978,2021,8586,1026,6281,4,568,0,0,0,0,0,0
2022-04,6호선,2644,돌곶이,14,0,5920,821,13459,2682,35081,5679,40368,15837,20016,11556,13269,9115,11574,7635,13272,9365,13162,9882,11180,9746,10745,12297,11816,14260,13199,20027,13439,30696,9400,26043,5958,15151,5718,12276,5723,12812,1947,8286,2,1045,0,0,0,0,0,0
2022-04,6호선,2645,석계,999,7,8129,1494,19345,4363,47084,7930,51348,15083,27493,11483,19260,10341,17066,12374,17447,13365,17049,14621,15032,15401,14503,18601,15818,24674,16188,30925,14755,48865,10565,41793,7786,22851,6716,20245,6101,18892,3238,13103,53,2303,0,0,0,0,0,0
2022-04,6호선,2646,태릉입구,24,0,4067,888,6618,2593,18813,3932,21219,8288,11071,6458,8080,5197,7715,6543,8300,6366,8330,6971,7429,7674,7387,7917,7904,10380,8736,13324,9006,22896,5538,19313,4374,9963,3783,10061,3077,9474,1511,7638,12,2053,0,0,0,0,0,0
2022-04,6호선,2647,화랑대(서울여대입구),2,0,5201,889,20132,2629,57119,7537,52146,15490,24892,10054,16468,8137,15555,9742,16129,9036,15986,10825,13576,9879,15215,11747,17295,13970,17613,20648,14555,33407,7157,30338,4893,17358,4469,15619,2928,14255,1128,10363,3,1361,0,0,0,0,0,0
2022-04,6호선,2648,봉화산(서울의료원),41,2,4560,911,14641,2360,45645,5792,37671,12461,18405,6609,13276,5955,10917,5781,11110,7995,10470,9190,9178,8994,8929,11176,9426,13188,11815,19012,10095,30266,5416,27757,3974,15941,3293,13511,2722,12818,831,8470,4,1317,0,0,0,0,0,0
2022-04,6호선,2649,신내,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04,7호선,2711,장암,0,0,1343,137,5615,1111,14853,1304,8926,1703,3576,1916,2019,2270,1891,2254,2123,2060,2427,1670,2847,1508,3411,1336,3640,1473,3525,1661,2879,2549,1880,2581,1052,1320,820,943,335,703,116,396,0,103,0,0,0,0,0,0
2022-04,7호선,2712,도봉산,46,1,4488,884,16910,5504,48092,7781,39015,15251,19920,17830,12364,18276,11442,14397,12430,14244,11876,13573,12296,12549,13981,13856,16465,15785,14393,20653,12319,33113,5957,37317,3611,21767,2672,18690,2297,16826,656,12396,46,2394,0,0,0,0,0,0
2022-04,7호선,2713,수락산,55,1,9115,757,19806,4761,48573,8398,46674,16669,28605,16584,19479,16638,17214,14874,18552,15667,19482,13751,18520,14159,18645,17808,18762,21023,18919,27771,19010,38317,12065,41419,7655,23877,6150,18927,4142,17951,1639,11438,35,2163,0,0,0,0,0,0
2022-04,7호선,2714,마들,13,1,9028,1135,23783,3014,60751,8161,58648,11282,29224,9369,20611,8717,18059,10209,18932,11225,17479,12621,15234,13309,14651,17413,13996,21236,12357,26672,11520,42815,7035,44317,4920,24540,3732,21248,2877,19161,1170,12991,13,2028,0,0,0,0,0,0
2022-04,7호선,2715,노원,40,0,6387,1985,13880,6880,36050,17279,38439,41922,26254,39707,25201,28784,27823,26420,30398,28217,30609,32017,31110,32591,34113,34668,37314,37521,38361,42590,43369,56889,27239,48455,26684,23432,19829,19021,20457,15224,7100,12698,110,2015,0,0,0,0,0,0
2022-04,7호선,2716,중계,15,1,8626,1981,23229,4793,59494,17033,60403,26980,32833,13043,22344,10814,19455,10317,22986,14084,21689,14301,15930,13781,16301,16866,20370,20298,20711,27309,17619,42042,9494,42327,6658,23825,6202,21186,5838,20320,1669,13330,22,1341,0,1,0,0,0,0
2022-04,7호선,2717,하계,19,0,7662,1402,23936,6315,66197,16602,68210,25695,37716,20503,27515,15655,25174,16377,27160,20279,24904,22025,23320,21784,26016,24856,30088,28450,30290,34451,25232,52995,14379,51592,11445,28890,9821,24837,7584,24610,2331,16651,22,1751,0,0,0,0,0,0
2022-04,7호선,2718,공릉(서울과학기술대),30,0,5903,910,14091,4291,35724,12703,40558,25564,23049,18582,17597,13659,17373,11998,18621,14861,17940,17428,17554,15464,20017,17671,23690,20604,22421,26031,24519,39417,13728,34815,11334,19852,10077,17165,9439,16069,3922,11522,2,1333,0,0,0,0,0,0
2022-04,7호선,2719,태릉입구,101,0,6738,924,7862,4570,21454,8456,25440,17939,17575,12643,12463,9496,11559,10905,13277,9962,13195,10955,12993,11398,14200,11187,15194,13454,18013,16689,18971,23665,10845,20676,8313,13146,7441,12029,5896,10604,2548,8131,10,4328,0,0,0,0,0,0
2022-04,7호선,2720,먹골,11,1,7041,542,13128,2724,34736,5098,44036,13748,25105,8809,15835,8026,14043,8937,14581,9868,14055,10669,12317,11153,11910,14906,13055,17952,13569,24188,14769,35400,9364,32489,6658,19000,5393,16215,4151,14810,1845,10188,8,1206,0,0,0,0,0,0
2022-04,7호선,2721,중화,13,1,8354,1019,14454,4484,36608,8099,45970,21817,25416,10472,16115,8552,14498,8786,15312,10420,14134,10847,12362,11495,12434,14977,13816,18289,16045,23543,17718,36088,10783,31903,6735,19370,6129,16334,4422,15756,2017,10007,16,1330,0,0,0,0,0,0
2022-04,7호선,2722,상봉(시외버스터미널),355,4,9816,1266,19057,7180,51791,12312,72595,26852,35639,18133,21405,14411,19585,14220,21371,15666,21085,17902,19758,18153,20271,20636,23774,25585,25862,34478,29993,58056,20837,51715,15469,29806,13960,23510,11225,22454,5104,15544,69,2570,0,0,0,0,0,0
2022-04,7호선,2723,면목,42,0,11739,911,22575,5832,56355,8560,69949,28327,39510,19442,23342,14590,21140,13650,22349,17113,21437,18889,18688,16830,20701,22397,24977,29039,23058,35705,20029,53032,16213,47182,10033,27172,7865,24310,6107,22267,2206,14332,25,1885,0,0,0,0,0,0
2022-04,7호선,2724,사가정,13,0,10779,1573,22687,6607,53914,11430,68390,24880,39220,17367,24416,14930,20883,14365,23269,16767,21651,17970,19521,18384,19328,23783,21386,30369,23728,39112,23463,60802,16645,51161,11891,28391,9923,25173,7768,20479,3570,14157,51,1851,0,0,0,0,0,0
2022-04,7호선,2725,용마산(용마폭포공원),1,0,4694,633,9985,2181,23220,3731,28948,10494,16510,6737,9384,6136,8012,5418,8353,6249,7767,6323,6994,6793,6967,8802,7808,10037,7939,13523,7809,20704,4940,17816,3228,11341,2488,10245,1746,9681,801,6220,24,727,0,0,0,0,0,0
2022-04,7호선,2726,중곡,0,0,5890,787,12955,4272,30930,14991,44408,28063,26319,12055,15560,8539,14141,8181,14093,9143,13727,10294,11985,10707,12563,13409,18210,15837,19171,21868,21125,31413,11073,26581,7147,16270,6327,14038,4869,13821,1454,8880,20,320,0,0,0,0,0,0
2022-04,7호선,2727,군자(능동),36,0,8632,963,14452,6610,33515,8559,55851,29008,36693,17584,19690,11272,17267,10743,18391,11354,18608,12599,16772,12959,17266,16267,20065,18956,25898,26611,33316,40079,19592,31825,15384,18445,14422,16230,12281,15515,5838,10900,61,870,0,0,0,0,0,0
2022-04,7호선,2728,어린이대공원(세종대),9,0,3446,804,7402,7225,18929,15109,31425,54336,22853,33791,14326,28586,16096,27626,18847,26807,21539,31352,24376,27906,29342,24148,33907,21130,45866,25033,45896,32244,24514,23751,18579,14699,18142,13053,17081,13360,7618,9239,16,888,0,0,0,0,0,0
2022-04,7호선,2729,건대입구,41,0,3275,1096,4540,7210,11320,17454,18310,36516,14419,27357,12875,22576,14562,18303,16200,20069,17954,23065,19933,20730,23820,19973,27415,21671,35261,27717,32621,40306,24354,27013,25904,14225,22252,11395,19961,9814,10604,6568,11,3489,0,0,0,0,0,0
2022-04,7호선,2730,뚝섬유원지,13,0,5064,462,8997,3687,21418,5803,29133,12679,19341,8893,10934,8222,9342,11243,9511,15936,10772,22103,11890,25490,16005,29737,21210,32093,27671,35092,32800,43876,29164,29523,25911,18176,26962,14964,22078,12266,8941,6298,17,789,0,0,0,0,0,0
2022-04,7호선,2731,청담,35,0,2272,3400,6392,23992,10012,55079,13760,144538,12089,95391,11156,33346,13441,21875,16314,20057,18360,21294,20742,19082,28912,16295,36729,17286,60749,18904,106930,19620,50982,13132,29427,8301,26875,7800,21004,5609,5733,3880,16,2664,0,0,0,0,0,0
2022-04,7호선,2732,강남구청,11,0,1547,1716,3723,12779,6599,30402,8997,103300,7916,91291,8446,38561,9921,21283,12298,19422,14708,20614,18555,16950,23424,15381,27041,15648,41623,17453,84053,18509,48462,11471,30465,7542,29179,6047,23951,4719,8948,3920,26,428,0,0,0,0,0,0
2022-04,7호선,2733,학동,5,0,1693,2061,4038,27079,8440,51794,10892,175836,9950,129938,10351,49018,12608,25453,16003,20422,18493,23201,23239,20108,30235,16552,40751,16349,71235,17447,155111,18787,71288,11636,35619,7275,31733,6316,25768,4875,8654,3808,23,222,0,0,0,0,0,0
2022-04,7호선,2734,논현,25,0,2282,1288,4586,14987,8638,44712,14431,116364,12399,98038,11394,37507,13394,23807,15338,20860,17307,23265,21058,21793,25749,20239,31866,21043,55965,24725,101025,34371,53568,19011,33972,10407,33968,8905,33577,7168,16301,5711,41,432,0,0,0,0,0,0
2022-04,7호선,2735,반포,1,0,701,702,2433,7429,7697,11230,10580,18448,7643,15964,5582,8962,5786,8267,7320,8638,7960,8903,8272,7832,10060,7880,13981,8148,15072,8768,16502,11236,11291,7043,8834,4411,9465,3714,7425,3673,2112,2361,4,134,0,0,0,0,0,0
2022-04,7호선,2736,고속터미널,23,0,971,2313,2897,21727,10330,34690,16477,48138,19736,33782,19741,23971,23242,21389,23184,19823,23628,24129,25050,20893,31433,17391,36561,17617,49676,18629,48447,21847,31241,14339,32415,8592,27643,8365,23171,4978,6525,3001,8,328,0,0,0,0,0,0
2022-04,7호선,2737,내방,3,0,1926,1480,6695,10240,17635,22973,26339,79373,18564,42570,13794,18730,13772,14311,15265,14901,16492,15922,16906,14840,18479,15081,23162,16249,35788,20265,67232,28207,24347,19538,17165,11520,16753,10347,12320,9056,3777,6170,3,3180,0,0,0,0,0,0
2022-04,7호선,2738,이수,15,0,4090,1059,8872,8092,25862,14199,41019,40107,26287,26661,19133,18854,18305,16925,20238,17637,22356,19597,21475,19410,21586,21105,24614,25268,29982,33737,40401,52590,23763,34280,21415,19113,23222,15532,21070,13124,10452,10390,27,838,0,0,0,0,0,0
2022-04,7호선,2739,남성,6,1,5484,775,13111,3740,36104,6134,53195,14176,30502,10997,17997,9319,15600,9367,15426,10526,15475,11741,13494,12293,12435,15146,13725,18061,13963,24698,14241,38560,8149,29497,6899,17641,6471,16565,4841,14648,1752,10572,23,434,0,0,0,0,0,0
2022-04,7호선,2740,숭실대입구(살피재),14,1,5223,739,11705,3783,36351,8709,48283,28558,28781,20260,19662,25725,18680,19833,18596,17912,20224,20561,21416,19377,20505,18408,26365,22933,27545,28098,22708,45746,14171,34198,12442,20698,13501,18490,12811,17998,4622,12598,20,1425,0,0,0,0,0,0
2022-04,7호선,2741,상도,2,0,4859,1467,11249,4929,32249,7431,42474,19940,24626,14059,16386,12696,14289,10778,15673,11849,15216,13148,13702,14357,14165,14437,16819,17550,18189,22527,19965,37579,10621,27119,8678,17776,8782,14915,7780,14789,3861,10270,11,1093,0,0,0,0,0,0
2022-04,7호선,2742,장승배기,19,0,5711,1155,10584,3640,24892,7908,37281,17163,22165,9745,13514,8814,12085,8896,12465,9278,12465,9864,11043,10659,10575,12868,12590,15682,12658,18799,14911,30194,7773,21713,6390,13620,5838,12613,4802,11161,1759,7396,10,964,0,0,0,0,0,0
2022-04,7호선,2743,신대방삼거리,25,1,10332,769,19418,5461,52789,13990,78516,28362,42817,18224,24653,13321,21367,12486,22505,14799,20909,16289,18647,17696,18577,20560,21032,26166,22188,35732,28307,59849,14348,46649,11230,27970,9124,25863,7863,22047,3305,16377,12,1631,0,0,0,0,0,0
2022-04,7호선,2744,보라매,13,1,5063,1019,8257,4963,22279,17609,33288,41561,18975,12902,11803,8991,12198,8412,12360,10230,12061,11005,12981,10708,14783,10995,15754,12665,18345,18884,32276,29435,11482,22292,8644,13028,7800,10876,6449,10989,2107,7567,11,784,0,0,0,0,0,0
2022-04,7호선,2745,신풍,116,7,11736,1193,16280,5084,40057,11193,50595,19525,28063,11691,16871,9214,14651,9218,15549,10851,14400,11726,12620,11945,13072,14879,15206,18569,16298,27040,17226,41819,10569,29832,7158,18750,5639,16739,4512,16219,1613,9364,11,2307,0,0,0,0,0,0
2022-04,7호선,2746,대림(구로구청),31,1,11665,901,9087,3077,14868,5905,21299,16666,15856,11256,10251,11604,10617,12562,11138,11080,12021,11568,11850,10883,12630,13240,12925,15536,15018,21379,16080,23755,10903,15270,8421,10135,6779,11860,5905,9819,2678,5285,6,321,0,0,0,0,0,0
2022-04,7호선,2747,남구로,99,3,17090,1690,14747,7055,30111,32235,33215,94979,21840,43946,14107,16539,12845,12376,14346,11724,14005,13801,13318,12507,14446,15208,17944,21305,39302,28705,70805,31128,29351,21948,16881,13992,11155,15766,7552,14176,3105,7226,7,786,0,0,0,0,0,0
2022-04,7호선,2748,가산디지털단지,646,4,7215,6678,9260,25920,21099,115744,25245,361398,17091,199027,16639,52548,21011,32694,27640,30494,31536,32790,36143,28610,44701,26786,65632,26447,178579,28521,293911,34212,118850,24334,62922,13245,51953,11613,29955,9718,10356,7571,52,1083,2,1,0,0,0,0
2022-04,7호선,2749,철산,15,0,9556,2887,27290,8785,77450,16130,82438,33256,43260,24063,28887,20065,25924,19374,27685,20853,25911,23238,23233,24464,24023,28647,26595,35236,32345,52678,34437,82362,19797,66134,17332,35361,16464,31273,14408,27712,6019,17525,78,2761,0,0,0,0,0,0
2022-04,7호선,2750,광명사거리,129,0,20058,5594,31182,12020,78345,17542,89051,25029,46487,22176,30897,22149,28222,22708,29972,26148,30021,28809,27890,30652,27938,34497,32557,39055,36089,53720,32440,80891,22207,62043,15670,35609,11788,28769,8577,25477,3133,16658,51,2328,0,0,0,0,0,0
2022-04,7호선,2751,천왕,13,0,6902,1005,16848,4903,50203,9475,55532,15448,29411,7947,16536,6712,13603,7597,14124,9546,13420,10947,11624,11099,11446,14066,14041,17911,14039,25820,13623,44358,7238,34390,4998,20367,3868,17118,2885,14954,923,9496,7,1392,0,0,0,0,0,0
2022-04,7호선,2752,온수(성공회대입구),99,0,6529,865,15383,3444,45730,11919,53784,17565,22761,13114,12500,7007,11386,6381,12310,8527,11535,9766,9753,9487,11436,11013,16714,13696,16041,21456,13352,39531,6403,30278,4748,17111,4517,15281,3131,12804,1303,10499,6,5354,0,0,0,0,0,0
2022-04,7호선,2753,까치울,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04,7호선,2754,부천종합운동장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04,7호선,2756,신중동,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04,7호선,2757,부천시청,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04,7호선,2758,상동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04,7호선,2759,삼산체육관,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04,7호선,2760,굴포천,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-04,8호선,2811,암사,10,0,13675,1025,27699,5294,75734,9309,99494,19923,47870,12146,26712,12097,23083,13396,24935,15019,23612,17898,19536,18935,18397,23209,19357,31186,21326,41080,22937,66010,13185,55838,9900,31015,7550,25462,5068,26777,1825,14980,3,2542,0,0,0,0,0,0
2022-04,8호선,2812,천호(풍납토성),50,0,10735,1697,16317,10568,38187,12764,54726,26263,30557,22385,17907,16916,17285,17355,19256,19286,19705,21159,19006,22623,20084,27339,22760,30337,27265,43598,28625,65549,18808,44673,15926,26126,12268,23143,9364,19601,4029,12061,16,2575,0,0,0,0,0,0
2022-04,8호선,2813,강동구청,11,0,4926,1012,10506,4728,29571,14479,39510,33463,21849,13464,14040,8809,12494,8990,12762,10329,12719,11366,11982,11474,12282,13427,14301,16026,18197,21413,26575,33706,9499,23873,6979,14702,6217,13800,4461,12386,1363,7231,4,1008,0,0,0,0,0,0
2022-04,8호선,2814,몽촌토성(평화의문),1,0,1544,1339,3680,5806,11526,9724,16584,23774,9130,12885,6783,8644,6715,7985,7440,7992,7898,9245,8399,8204,10351,8644,14248,9602,16393,10966,21665,15355,9586,11832,7151,6713,6859,6154,5197,5382,2678,3390,0,209,0,0,0,0,0,0
2022-04,8호선,2815,잠실(송파구청),15,1,1289,2209,4179,9238,8350,27853,12989,69133,9358,37453,9393,29346,12025,31956,14862,31332,18816,33892,23608,32677,29946,31096,34655,31218,43869,36189,61827,44274,36989,22172,35547,11870,34272,7904,24940,6034,8841,3927,9,655,0,0,0,0,0,0
2022-04,8호선,2816,석촌,3,0,2795,629,5746,3456,15647,8181,22809,21232,13039,16519,9869,12838,9645,15750,10405,15935,11217,17246,11308,17369,12799,16456,14586,18389,18005,21929,19790,30426,12081,19317,10657,11947,10699,9321,8590,8194,3117,5832,18,903,0,0,0,0,0,0
2022-04,8호선,2817,송파,1,0,2646,596,7671,4994,25207,11161,29589,17347,17179,9513,12565,7201,11379,7463,11284,8375,11363,9569,10120,10316,11955,11660,14778,13665,13429,18042,15557,25726,8448,20139,6130,11238,4500,10585,3750,9771,1237,5830,9,838,0,0,0,0,0,0
2022-04,8호선,2818,가락시장,65,1,2465,2331,5375,6649,10322,13619,12459,38959,9657,16495,9395,11544,9989,9455,9653,10196,10346,10706,11349,9319,12563,11020,12841,12258,17568,14490,27668,19006,11117,13927,9983,8604,9726,7515,8216,5569,3370,3665,24,2418,0,0,0,0,0,0
2022-04,8호선,2819,문정,4,0,1867,3223,6120,13200,20485,50459,29954,163845,17872,75580,14682,25934,15547,16754,17682,16848,20252,18958,22934,17348,25524,17658,30457,18437,74402,22980,121225,32517,41055,23382,26243,13638,23166,12040,18298,10355,5549,6688,16,186,0,0,0,0,0,0
2022-04,8호선,2820,장지,14,0,5845,2786,17056,12987,44045,27545,53419,47502,30016,29244,18829,17257,17084,18382,18851,20992,20533,18701,19384,21947,21715,23378,31250,26096,41271,31634,45577,48404,25834,34187,21482,20064,17320,15969,11073,15917,3581,9286,1,218,0,0,0,0,0,0
2022-04,8호선,2821,복정,23,0,4728,2302,9527,9048,26178,10297,34400,17379,21067,13324,12785,8310,10739,7134,11952,9826,11705,8857,11023,8831,12815,9623,17043,12852,21772,18594,23982,27263,13288,19904,8363,12934,6975,11094,6002,10896,2036,5420,9,401,0,0,0,0,0,0
2022-04,8호선,2822,산성,15,1,3592,686,7695,3004,21041,3304,24182,9865,12503,6112,8803,5613,7589,5025,8178,5457,7747,5666,7120,6090,7999,7730,9378,9044,9370,12960,7268,19586,3633,16768,2334,10659,1914,9643,1208,8958,545,5225,1,832,0,0,0,0,0,0
2022-04,8호선,2823,남한산성입구(성남법원.검찰청),31,2,10339,1488,20197,4896,50420,11140,65707,30387,31958,28505,21111,14390,20102,11880,23217,14698,20259,15973,18114,14484,20003,17229,23632,20811,27798,27524,24294,44477,10953,35924,7314,22374,5738,21180,3870,19738,1119,11300,6,1763,0,0,0,0,0,0
