사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2022-04,7호선,2752,온수(성공회대입구),242095,229485,37326,35613
2022-04,7호선,2753,까치울,3,0,0,0
2022-04,7호선,2754,부천종합운동장,1,0,0,0
2022-04,7호선,2756,신중동,1,0,0,0
2022-04,7호선,2757,부천시청,3,0,1,0
2022-04,7호선,2758,상동,3,0,0,0
2022-04,7호선,2759,삼산체육관,2,0,0,0
2022-04,7호선,2760,굴포천,1,0,0,0
2022-04,8호선,2811,암사,405930,349113,95978,94028
2022-04,8호선,2812,천호(풍납토성),328817,394483,74059,71535
2022-04,8호선,2813,강동구청,213250,218921,56998,56765
2022-04,8호선,2814,몽촌토성(평화의문),140773,142153,33055,31692
2022-04,8호선,2815,잠실(송파구청),358645,435169,67134,65260
2022-04,8호선,2816,석촌,174317,219008,48508,52861
2022-04,8호선,2817,송파,167254,162816,51543,51213
2022-04,8호선,2818,가락시장,148061,171149,56090,56597
2022-04,8호선,2819,문정,479762,506684,53572,53346
2022-04,8호선,2820,장지,392564,374500,71616,67996
2022-04,8호선,2821,복정,229408,191421,37004,32868
2022-04,8호선,2822,산성,122974,119392,29141,32836
2022-04,8호선,2823,남한산성입구(성남법원.검찰청),331770,298448,74412,71715
2022-04,8호선,2824,단대오거리,236617,220723,67432,64658
2022-04,8호선,2825,신흥,83922,90830,32369,33639
2022-04,8호선,2826,수진,107904,95351,40938,39834
2022-04,8호선,2827,모란,84499,71979,53694,42084
2022-04,8호선,2828,남위례,109091,113967,22648,22464
2022-04,9호선,4101,개화,53396,38727,12899,10457
2022-04,9호선,4102,김포공항,200819,313596,18220,23188
2022-04,9호선,4103,공항시장,60157,63207,23144,25453
2022-04,9호선,4104,신방화,142140,134122,42049,41764
2022-04,9호선,4105,마곡나루(서울식물원),295662,292757,31205,30848
2022-04,9호선,4106,양천향교,218518,219780,41536,41270
2022-04,9호선,4107,가양,438454,419115,117004,112893
2022-04,9호선,4108,증미,149498,142303,37631,37585
2022-04,9호선,4109,등촌,224567,211182,72874,72932
2022-04,9호선,4110,염창,402488,380846,66139,64375
2022-04,9호선,4111,신목동,90627,77733,20712,18886
2022-04,9호선,4112,선유도,196367,186983,28448,27177
2022-04,9호선,4113,당산,442372,436485,57397,52516
2022-04,9호선,4114,국회의사당,389328,404268,62140,52625
2022-04,9호선,4115,여의도,674325,656834,45242,42478
2022-04,9호선,4116,샛강,127691,132381,23922,23917
2022-04,9호선,4117,노량진,649267,629868,80783,78973
2022-04,9호선,4118,노들,96134,78450,29004,26287
2022-04,9호선,4119,흑석(중앙대입구),189703,191136,49966,49713
2022-04,9호선,4120,동작(현충원),51456,41797,17374,14897
2022-04,9호선,4121,구반포,25359,26982,10562,10582
2022-04,9호선,4122,신반포,79820,79309,19124,18697
2022-04,9호선,4123,고속터미널,324748,425395,52110,58214
2022-04,9호선,4124,사평,74399,71097,18824,18536
2022-04,9호선,4125,신논현,798149,801351,55708,50809
2022-04,공항철도 1호선,4201,서울역,209709,201742,29388,26404
2022-04,공항철도 1호선,4202,공덕,53891,74076,6910,8263
2022-04,공항철도 1호선,4203,홍대입구,278666,282298,16328,15109
2022-04,공항철도 1호선,4204,디지털미디어시티,315470,294535,23166,22012
2022-04,공항철도 1호선,4206,마곡나루(서울식물원),205288,203666,13824,14041
2022-04,공항철도 1호선,4207,김포공항,331716,178198,25058,16000
2022-04,공항철도 1호선,4208,계양,257237,241980,29061,26930
2022-04,공항철도 1호선,4209,검암,163830,163955,15757,16239
2022-04,공항철도 1호선,4210,청라국제도시,173497,163774,11895,11868
2022-04,공항철도 1호선,4211,운서,173577,175092,27611,27688
2022-04,공항철도 1호선,4212,공항화물청사,50616,55065,8606,8546
2022-04,공항철도 1호선,4213,인천공항1터미널,122968,117117,15726,15638
2022-04,공항철도 1호선,4215,인천공항2터미널,69005,61140,7520,7020
2022-04,공항철도 1호선,4217,영종,72163,72678,20791,20598
2022-04,9호선2~3단계,4126,언주,238444,245112,25228,24843
2022-04,9호선2~3단계,4127,선정릉,220331,245901,21248,21991
2022-04,9호선2~3단계,4128,삼성중앙,146992,155725,20811,20801
2022-04,9호선2~3단계,4129,봉은사,385870,400690,40857,39376
2022-04,9호선2~3단계,4130,종합운동장,101903,104051,16923,15810
2022-04,9호선2~3단계,4131,삼전,151675,143370,32572,31296
2022-04,9호선2~3단계,4132,석촌고분,135161,130124,29259,29607
2022-04,9호선2~3단계,4133,석촌,216561,194462,32652,28771
2022-04,9호선2~3단계,4134,송파나루,125755,131805,23955,24675
2022-04,9호선2~3단계,4135,한성백제,57111,49981,14981,13212
2022-04,9호선2~3단계,4136,올림픽공원(한국체대),160238,162437,27268,27276
2022-04,9호선2~3단계,4137,둔촌오륜,25521,22394,5931,6293
2022-04,9호선2~3단계,4138,중앙보훈병원,200183,171938,69041,67879
2022-04,우이신설선,4701,북한산우이,57931,52691,34284,36417
2022-04,우이신설선,4702,솔밭공원,41214,36166,27369,28939
2022-04,우이신설선,4703,4.19민주묘지,63832,61598,35344,31378
2022-04,우이신설선,4704,가오리,69731,65161,44762,45620
2022-04,우이신설선,4705,화계,55749,48315,38261,38354
2022-04,우이신설선,4706,삼양,30127,30239,25300,27610
2022-04,우이신설선,4707,삼양사거리,34662,34788,33013,32842
2022-04,우이신설선,4708,솔샘,120380,107121,36341,37435
2022-04,우이신설선,4709,북한산보국문,130088,117231,40692,40352
2022-04,우이신설선,4710,정릉,89348,76274,43499,40354
2022-04,우이신설선,4711,성신여대입구(돈암),65587,76849,26237,25469
2022-04,우이신설선,4712,보문,28590,28356,13599,13637
2022-04,우이신설선,4713,신설동,32789,33947,25831,22969
